,state_1,state_2,state_3
state_1,0.8929887491672553,0.06509956628453237,0.04191168454821229
state_2,0.07531244296149084,0.8362742325054655,0.08841332453304374
state_3,0.05122994695715219,0.23342193617384793,0.7153481168689999
