,equity_ret,oil_ret,dollar_ret,vix_level,term_spread,d10_change,trend_12m
state_1,-0.027152414925702594,-0.054233416316446674,0.10382479520902994,-0.4608452455981574,-0.3941343588458378,0.030101229538436858,0.14838032959028102
state_2,-0.1410212487693805,0.17492851708447738,-0.008944041637383377,0.29719135039712996,0.5161685772352894,0.06167585414309347,0.06385521383245471
state_3,-0.6123928931088337,-0.5450918625806801,0.10585280654393314,1.3548907671381734,-0.08305837351609564,0.044148394684542756,-1.1353570380612663
