date,prob_calmer_growth,prob_transition,prob_stress
2023-12-31,0.8960047988654039,0.10399520110511332,2.948280902589065e-11
2024-01-31,0.8797633425438138,0.12023665679464011,6.615460489525552e-10
2024-02-29,0.9048959154561833,0.09510408454381539,1.2159969745699103e-15
2024-03-31,0.8991673666143049,0.1008326333856946,4.2664691459846044e-16
2024-04-30,0.8898019297997993,0.110198070195881,4.319723002312617e-12
2024-05-31,0.901163890394169,0.09883610960548937,3.4172380973404496e-13
2024-06-30,0.8904334037231822,0.1095665962768094,8.387127316579364e-15
2024-07-31,0.8790588750251526,0.12094111553090692,9.443940498407869e-09
2024-08-31,0.8763492795661696,0.12365069813442138,2.2299409081328e-08
2024-09-30,0.9034663703130089,0.0965336291423538,5.44637207713864e-10
2024-10-31,0.9078113929799648,0.0921886070200299,5.190173438684829e-15
2024-11-30,0.9100911709511174,0.08990882888656797,1.6231482275296507e-10
2024-12-31,0.8897338400978074,0.11026445224016262,1.7076620298725045e-06
2025-01-31,0.8806692391366404,0.11921658564601065,0.0001141752173487535
2025-02-28,0.853709747412823,0.1320567271434719,0.014233525443704988
2025-03-31,0.0011193711833882686,0.11094401963802455,0.8879366091785871
2025-04-30,8.459082418423038e-06,0.11065651871108925,0.8893350222064922
2025-05-31,0.7855338553744076,0.15107370346335897,0.06339244116223353
2025-06-30,0.762073608014082,0.15785138940015084,0.08007500258576726
2025-07-31,0.8417277888412895,0.1387059208258889,0.019566290332821576
2025-08-31,0.8690099132526111,0.130794674807954,0.00019541193943496075
2025-09-30,0.8682594244550473,0.12962035505279293,0.00212022049215971
2025-10-31,0.8621815320001214,0.13378338639929366,0.004035081600585026
2025-11-30,0.8419691844968346,0.1427557977018093,0.015275017801356115
2025-12-31,0.8711909483156806,0.12778355210679657,0.0010254995775228252
2026-01-31,0.8061472660833351,0.14672533931214385,0.047127394604521144
2026-02-28,0.7015157985746165,0.17398453383901408,0.12449966758636939
2026-03-31,2.2841347849258138e-27,1.0,2.134464835648333e-30
2026-04-30,0.9007215203265904,0.09848815982581995,0.0007903198475897108
