,prob_calmer_growth,prob_transition,prob_stress
prob_calmer_growth,0.7598391904713204,0.11765858595891764,0.12250222356976195
prob_transition,0.550915148948851,0.21968633736493037,0.22939851368621866
prob_stress,0.2741068281921217,0.12109248706075747,0.6048006847471209
