,prob_calmer_growth,prob_transition,prob_stress
prob_calmer_growth,0.7331546560792449,0.13073176217657514,0.13611358174417995
prob_transition,0.612127943276501,0.13298481929436712,0.25488723742913183
prob_stress,0.30456314243569077,0.13454720784528607,0.5608896497190232
