,prob_calmer_growth,prob_transition,prob_stress
prob_calmer_growth,47.3743956221088,8.447519456330218,8.795277527902716
prob_transition,8.658237795504624,1.8810024951315494,3.6052500738457787
prob_stress,8.600350571501211,3.799386710525664,15.83857974714942
