date,equity_ret,oil_ret,dollar_ret,vix_level,term_spread,d10_change,trend_12m
2017-05-31,0.011509718385591228,-0.020902400350584216,-0.013084002959709018,10.862272727272726,1.001818181818182,0.0062679425837322,0.13988467981836017
2017-06-30,0.004802282553352022,-0.04814841527823033,-0.011594322487662012,10.513636363636364,0.8445454545454547,-0.11681818181818171,0.14378129905447334
2017-07-31,0.019163961513693373,0.08713812543939392,-0.01958429157119923,10.2645,0.9455,0.13118181818181807,0.12795482162440042
2017-08-31,0.0005463430563157345,-0.06054993828785227,-0.004097889589510295,11.975652173913044,0.8739130434782607,-0.10886956521739144,0.12972108404113047
2017-09-30,0.019118957203248854,0.08921307054033178,0.006544408478390551,10.437999999999999,0.8174999999999999,-0.007130434782608663,0.1500752864454844
2017-10-31,0.02194559887830483,0.05075124698384936,0.015489834108846523,10.125454545454545,0.8104761904761908,0.15800000000000036,0.19163766742847788
2017-11-30,0.027695515330648846,0.054415714042578056,-0.012061153094142796,10.54047619047619,0.6566666666666667,-0.006666666666666821,0.18572971029365526
2017-12-31,0.009783603904362614,0.05193768602579141,-0.003504987421299788,10.2645,0.5584999999999998,0.04916666666666636,0.1774762111462609
2018-01-31,0.05465741778702515,0.06963220836208883,-0.030518688939340954,11.062380952380952,0.5519047619047619,0.18130952380952392,0.21440733084027563
2018-02-28,-0.03972611563592121,-0.05371588253756521,0.015065359794344424,22.464736842105264,0.6836842105263159,0.2751378446115287,0.13815811759491936
2018-03-31,-0.027252512953792163,0.054486952049128234,-0.008448704460858991,19.023809523809526,0.5666666666666664,-0.01656641604010023,0.11129491058126728
2018-04-30,0.0027151117471291286,0.0553240070645602,0.01713855634827599,18.267619047619046,0.4847619047619047,0.02666666666666684,0.10495988176995841
2018-05-31,0.021378202402637214,-0.023315206923466114,0.02397577046478272,14.124545454545455,0.4659090909090913,0.10867965367965393,0.1148283657870044
2018-06-30,0.004830713496802197,0.10142624130256994,0.011269475710796506,13.678095238095239,0.37904761904761886,-0.06534632034632049,0.11485679673045457
2018-07-31,0.03538797997679932,-0.05904082340277217,-0.004679007689096792,13.147619047619049,0.2823809523809522,-0.023333333333333428,0.13108081519356052
2018-08-31,0.029814321663194754,-0.0005725737345088078,0.013617507637697202,12.54695652173913,0.2534782608695654,8.281573498969408e-05,0.16034879380043954
2018-09-30,0.004285106720321785,0.04644191199131775,-0.004102017649303846,12.910526315789474,0.2363157894736836,0.11508009153318044,0.14551494331751247
2018-10-31,-0.07192934905566073,-0.11350365960809938,0.023622263668908516,19.35217391304348,0.29136363636363605,0.14806220095693767,0.05163999538354691
2018-11-30,0.01770177675929485,-0.25164258763803327,-0.000988232728077243,19.38904761904762,0.258,-0.0352727272727269,0.04164625681219292
2018-12-31,-0.0962652871180758,-0.11751229641353778,-0.007290303363525652,24.953157894736844,0.15631578947368396,-0.2843684210526316,-0.0644026342102455
2019-01-31,0.07574215482837587,0.1760264054734777,-0.017607118323835103,19.57238095238095,0.17047619047619111,-0.11882205513784427,-0.04331789716889478
2019-02-28,0.02929559298669293,0.060712022943965493,0.0056966250575749555,15.234736842105262,0.1721052631578952,-0.03749373433583969,0.02570381145371936
2019-03-31,0.017765541837020393,0.050777517279241735,0.008180175921101096,14.485238095238095,0.16142857142857148,-0.10536340852130355,0.07072186624453192
2019-04-30,0.03856033644308976,0.05871707370828627,0.0016575174362882805,12.949047619047619,0.18761904761904713,-0.0385714285714287,0.10656709094049255
2019-05-31,-0.06804088885320425,-0.17672857872480696,0.01205933545880633,16.721818181818183,0.1886363636363635,-0.13738095238095216,0.017147999684651083
2019-06-30,0.06665831953424206,0.08439063419423354,-0.01854884847798921,15.836000000000002,0.2599999999999998,-0.3210000000000002,0.07897560572209095
2019-07-31,0.01304276747301003,0.005654088565736792,0.007932179003748985,13.305909090909092,0.2240909090909089,-0.01490909090909076,0.056630393218301656
2019-08-31,-0.018257307714875104,-0.06093434002873899,0.022794704624967466,18.97909090909091,0.05500000000000016,-0.4327272727272726,0.008558763840231798
