,state_1,state_2,state_3
state_1,0.9296536202772137,0.013482228046758672,0.05686415167602757
state_2,0.4788403223107426,0.0,0.5211596776892573
state_3,0.12226669649280164,0.031106722992135287,0.846626580515063
