,equity_ret,oil_ret,dollar_ret,vix_level,term_spread,d10_change,trend_12m
state_1,-0.07399763025631806,-0.10771624793465566,0.09818919325371696,-0.280025751704382,0.060841413370294375,0.008533627512195859,0.24664958457184277
state_2,-0.4733282069211709,4.186634009737235,0.35355191204388586,1.3291072565700228,0.4347884652079509,0.24994896517380422,-0.07902311599390338
state_3,-0.3830672136970944,-0.19473906086880627,-0.038313155500258315,1.045951516556503,-0.12389164909940971,0.11177619389501309,-0.9123187715412736
