prob_state_1,prob_state_2,prob_state_3,date,assigned_state
3.3013483118871947e-11,0.0,0.9999999999670308,2022-09-30,3
3.6828722953836156e-21,0.0,1.0,2022-10-31,3
1.0145190013238712e-08,0.0,0.999999989854814,2022-11-30,3
3.0181563735214257e-08,0.0,0.9999999698184188,2022-12-31,3
1.2254391424577517e-06,0.0,0.999998774560891,2023-01-31,3
0.001215784863331673,0.0,0.9987842151366397,2023-02-28,3
0.0002188528896059065,0.0,0.9997811471104294,2023-03-31,3
0.9799491861140623,0.0,0.02005081388593307,2023-04-30,1
0.9998250175109356,0.0,0.00017498248910209868,2023-05-31,1
0.9999999999939746,0.0,6.078818146521841e-12,2023-06-30,1
0.9999999996099405,0.0,3.900471962550565e-10,2023-07-31,1
0.999999999956799,0.0,4.3164822266494976e-11,2023-08-31,1
0.9999999999969305,0.0,3.0137265566111812e-12,2023-09-30,1
0.9999321765684508,0.0,6.782343159021938e-05,2023-10-31,1
0.9999739816007992,0.0,2.601839920057891e-05,2023-11-30,1
0.9999999938276005,0.0,6.172387207674771e-09,2023-12-31,1
0.999999964113045,0.0,3.588695990223535e-08,2024-01-31,1
0.9999999999427018,0.0,5.733388624140879e-11,2024-02-29,1
0.999999999968054,0.0,3.1948078047885226e-11,2024-03-31,1
0.9999999862914138,0.0,1.3708535977256776e-08,2024-04-30,1
0.9999999996697397,0.0,3.3027054171149295e-10,2024-05-31,1
