date,prob_calmer_growth,prob_transition,prob_stress,assigned_regime
2023-11-30,0.9999865982582521,5.637479844805045e-16,1.3401741706501617e-05,Calmer Growth
2023-12-31,0.9999999994915925,8.076935167473395e-156,5.08353911540399e-10,Calmer Growth
2024-01-31,0.999999994917971,1.836241078665324e-52,5.082032188197517e-09,Calmer Growth
2024-02-29,0.9999999999948841,8.661696558274841e-25,5.131616098668268e-12,Calmer Growth
2024-03-31,0.9999999999976126,3.2000218240214957e-27,2.355626596245998e-12,Calmer Growth
2024-04-30,0.9999999960961077,1.325962708661933e-41,3.903871501213516e-09,Calmer Growth
2024-05-31,0.9999999999524789,3.1181400468290944e-28,4.7571300247474737e-11,Calmer Growth
2024-06-30,0.9999999999955662,3.640952299739615e-19,4.461760428341575e-12,Calmer Growth
2024-07-31,0.999999982931513,8.699016950356336e-41,1.7068448076476198e-08,Calmer Growth
2024-08-31,0.9999999569838574,0.0,4.301616513431416e-08,Calmer Growth
2024-09-30,0.9999999972568503,3.147506830930062e-228,2.743192909313391e-09,Calmer Growth
2024-10-31,0.9999999999529336,1.120697216191827e-19,4.706474758899066e-11,Calmer Growth
2024-11-30,0.9999999983523367,1.3653845767709724e-61,1.6476105209224649e-09,Calmer Growth
2024-12-31,0.9995905498965534,0.0004087079257822701,7.421776606585865e-07,Calmer Growth
2025-01-31,0.999986914782659,3.477538486540034e-16,1.3085217297610013e-05,Calmer Growth
2025-02-28,0.9857481247581651,4.250458513729937e-40,0.01425187524186533,Calmer Growth
2025-03-31,6.12394794497454e-05,1.302980654497996e-244,0.9999387605205984,Stress
2025-04-30,2.5393014771475506e-12,0.0,0.9999999999974989,Stress
2025-05-31,0.09269455019792561,4.803928092973305e-84,0.907305449802068,Stress
2025-06-30,0.5132088301385768,1.890801478810402e-18,0.48679116986141724,Calmer Growth
2025-07-31,0.9984497227497048,4.3774505853960436e-212,0.0015502772503056426,Calmer Growth
2025-08-31,0.9999971905142178,2.37018452880006e-06,4.393012922281128e-07,Calmer Growth
2025-09-30,0.9999985726909654,3.4744359779973137e-60,1.4273090761347684e-06,Calmer Growth
2025-10-31,0.9999749581468264,6.671111829555664e-24,2.5041853158287198e-05,Calmer Growth
2025-11-30,0.27476722206766974,0.7251896867663737,4.3091165942280904e-05,Transition
2025-12-31,0.9993181874557873,1.2141733314230984e-18,0.0006818125442601032,Calmer Growth
2026-01-31,0.9953021755412294,1.168807437138839e-63,0.004697824458781932,Calmer Growth
2026-02-28,0.028337875511372075,0.9714611988601625,0.00020092562842002242,Transition
2026-03-31,9.299416222261276e-20,1.0,2.1151979574233575e-14,Transition
2026-04-30,0.0004586820234213859,0.9994601674416803,8.115053493690325e-05,Transition
