state,equity_mean,equity_std,vix_mean,vix_std
Calmer Growth,0.010067939910294818,0.026559664312578356,16.724069724626844,2.4235261489720203
Transition,-0.0032943452465935517,0.045121373312947535,22.358930232189245,3.3414059393817364
Stress,-0.012508836758673562,0.06507331822790742,26.372234646034453,6.55649224953978
