,prob_calmer_growth,prob_transition,prob_stress
prob_calmer_growth,0.8296624122810962,0.011542844093120041,0.1587947436257838
prob_transition,0.4996755631305118,0.0,0.5003244368694882
prob_stress,0.3669983289509296,0.036619299454193725,0.5963823715948767
