,prob_calmer_growth,prob_transition,prob_stress
prob_calmer_growth,0.7927368495109108,0.05757954097471787,0.1496836095143713
prob_transition,0.6383238557517158,0.05647530946241914,0.30520083478586507
prob_stress,0.3406200572282262,0.07350359902500557,0.5858763437467682
