,prob_calmer_growth,prob_transition,prob_stress
prob_calmer_growth,0.8549157946576376,0.040305678682302504,0.10477852666005989
prob_transition,0.44682669902620104,0.33953271662369344,0.21364058435010555
prob_stress,0.23843404005975832,0.05145251931750389,0.7101134406227378
